student_id,academic_year,grade_level,class,excused_absences,unexcused_absences,behavior_score,conduct_grade,teacher_remarks
S147,2025-2026,12,12C1,1,0,86,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S148,2023-2024,10,10A1,0,0,100,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S148,2024-2025,11,11B2,0,0,87,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S148,2025-2026,12,12C1,1,0,95,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S149,2023-2024,10,10A2,3,2,68,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S149,2024-2025,11,11B1,5,0,73,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S149,2025-2026,12,12C1,4,2,80,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S150,2023-2024,10,10A2,1,0,93,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S150,2024-2025,11,11B1,1,0,85,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S150,2025-2026,12,12C1,2,0,98,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S151,2023-2024,10,10A2,3,0,79,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S151,2024-2025,11,11B2,4,0,68,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S151,2025-2026,12,12C1,5,0,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S152,2023-2024,10,10A1,3,0,68,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S152,2024-2025,11,11B1,2,1,75,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S152,2025-2026,12,12C1,1,1,84,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S153,2023-2024,10,10A1,5,2,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S153,2024-2025,11,11B2,2,0,78,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S153,2025-2026,12,12C1,4,1,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S154,2023-2024,10,10A2,3,1,66,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S154,2024-2025,11,11B1,4,1,67,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S154,2025-2026,12,12C1,1,0,72,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S155,2023-2024,10,10A1,1,0,94,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S155,2024-2025,11,11B1,1,0,91,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S155,2025-2026,12,12C1,1,0,95,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S156,2023-2024,10,10A2,3,0,72,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S156,2024-2025,11,11B2,4,2,74,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S156,2025-2026,12,12C1,1,1,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S157,2023-2024,10,10A2,2,0,99,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S157,2024-2025,11,11B2,2,0,88,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S157,2025-2026,12,12C1,2,0,87,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S158,2023-2024,10,10A2,1,2,71,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S158,2024-2025,11,11B2,5,2,74,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S158,2025-2026,12,12C1,5,1,65,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S159,2023-2024,10,10A2,2,0,93,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S159,2024-2025,11,11B1,1,0,87,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S159,2025-2026,12,12C1,0,0,99,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S160,2023-2024,10,10A2,5,0,76,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S160,2024-2025,11,11B1,4,0,67,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S160,2025-2026,12,12C1,3,2,82,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S161,2023-2024,10,10A1,3,2,81,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S161,2024-2025,11,11B2,5,0,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S161,2025-2026,12,12C1,1,0,82,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S162,2023-2024,10,10A1,1,0,79,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S162,2024-2025,11,11B2,4,0,78,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S162,2025-2026,12,12C1,2,1,80,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S163,2023-2024,10,10A1,2,2,81,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S163,2024-2025,11,11B2,4,2,84,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S163,2025-2026,12,12C1,4,1,72,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S164,2023-2024,10,10A1,5,0,75,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S164,2024-2025,11,11B1,2,2,73,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S164,2025-2026,12,12C1,2,0,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S165,2023-2024,10,10A2,0,0,85,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S165,2024-2025,11,11B2,0,0,96,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S165,2025-2026,12,12C1,0,0,100,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S166,2023-2024,10,10A1,1,0,99,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S166,2024-2025,11,11B2,0,0,100,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S166,2025-2026,12,12C1,2,0,99,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S167,2023-2024,10,10A2,5,2,70,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S167,2024-2025,11,11B1,4,1,79,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S167,2025-2026,12,12C1,3,1,66,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S168,2023-2024,10,10A2,3,1,78,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S168,2024-2025,11,11B1,5,1,72,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S168,2025-2026,12,12C1,1,2,68,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S169,2023-2024,10,10A2,1,0,91,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S169,2024-2025,11,11B1,0,0,91,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S169,2025-2026,12,12C1,0,0,89,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S170,2023-2024,10,10A1,3,1,81,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S170,2024-2025,11,11B1,3,0,84,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S170,2025-2026,12,12C1,3,2,67,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S171,2023-2024,10,10A2,2,0,76,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S171,2024-2025,11,11B2,3,0,70,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S171,2025-2026,12,12C1,5,1,75,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S172,2023-2024,10,10A1,4,0,73,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S172,2024-2025,11,11B1,3,2,67,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S172,2025-2026,12,12C1,2,0,73,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S173,2023-2024,10,10A1,3,2,74,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S173,2024-2025,11,11B1,3,1,65,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S173,2025-2026,12,12C1,3,0,81,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S174,2023-2024,10,10A2,1,0,99,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S174,2024-2025,11,11B1,2,0,98,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S174,2025-2026,12,12C1,2,0,97,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S175,2023-2024,10,10A1,4,1,76,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S175,2024-2025,11,11B2,2,1,80,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S175,2025-2026,12,12C1,1,1,84,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S176,2023-2024,10,10A2,3,0,84,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S176,2024-2025,11,11B1,4,2,71,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S176,2025-2026,12,12C1,1,0,76,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S177,2023-2024,10,10A1,0,0,90,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S177,2024-2025,11,11B1,2,0,94,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S177,2025-2026,12,12C1,2,0,86,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S178,2023-2024,10,10A1,2,0,75,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S178,2024-2025,11,11B2,3,2,65,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S178,2025-2026,12,12C1,4,2,68,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S179,2023-2024,10,10A1,5,1,65,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S179,2024-2025,11,11B2,2,0,84,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S179,2025-2026,12,12C1,5,1,74,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S180,2023-2024,10,10A2,2,0,98,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S180,2024-2025,11,11B1,0,0,99,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S180,2025-2026,12,12C1,1,0,90,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S181,2023-2024,10,10A1,1,0,68,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S181,2024-2025,11,11B1,5,2,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S181,2025-2026,12,12C1,5,1,73,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S182,2023-2024,10,10A1,5,0,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S182,2024-2025,11,11B2,4,1,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S182,2025-2026,12,12C1,5,2,77,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S183,2023-2024,10,10A1,0,0,93,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S183,2024-2025,11,11B2,1,0,85,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S183,2025-2026,12,12C1,0,0,97,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S184,2023-2024,10,10A2,5,0,65,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S184,2024-2025,11,11B2,5,2,65,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S184,2025-2026,12,12C1,5,2,81,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S185,2023-2024,10,10A2,2,4,46,Yếu,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S185,2024-2025,11,11B1,2,5,48,Yếu,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S185,2025-2026,12,12C1,5,8,46,Yếu,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S186,2023-2024,10,10A2,5,1,83,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S186,2024-2025,11,11B1,4,0,75,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S186,2025-2026,12,12C1,4,2,83,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S187,2023-2024,10,10A2,3,0,84,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S187,2024-2025,11,11B2,4,1,78,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S187,2025-2026,12,12C1,1,2,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S188,2023-2024,10,10A1,6,6,61,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S188,2024-2025,11,11B2,3,3,40,Yếu,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S188,2025-2026,12,12C1,2,7,52,Trung bình,"Vi pham quy che lop nhieu lan, nghi hoc vo toi va, can gia dinh phoi hop."
S189,2023-2024,10,10A1,1,1,84,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S189,2024-2025,11,11B1,2,0,69,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S189,2025-2026,12,12C1,4,1,67,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S190,2023-2024,10,10A1,3,1,77,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S190,2024-2025,11,11B2,3,1,73,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S190,2025-2026,12,12C1,1,1,71,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S191,2023-2024,10,10A1,5,0,79,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S191,2024-2025,11,11B1,3,0,72,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S191,2025-2026,12,12C1,2,0,65,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S192,2023-2024,10,10A1,5,8,43,Yếu,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S192,2024-2025,11,11B2,6,7,56,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S192,2025-2026,12,12C1,4,5,64,Trung bình,"Vi pham quy che lop nhieu lan, nghi hoc vo toi va, can gia dinh phoi hop."
S193,2023-2024,10,10A2,4,0,70,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S193,2024-2025,11,11B2,5,0,68,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S193,2025-2026,12,12C1,2,1,84,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S194,2023-2024,10,10A1,0,0,89,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S194,2024-2025,11,11B2,0,0,90,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S194,2025-2026,12,12C1,1,0,87,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S195,2023-2024,10,10A2,1,1,83,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S195,2024-2025,11,11B2,1,2,80,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S195,2025-2026,12,12C1,1,1,81,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S196,2023-2024,10,10A1,2,0,86,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S196,2024-2025,11,11B1,1,0,91,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S196,2025-2026,12,12C1,0,0,87,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S197,2023-2024,10,10A1,1,2,68,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S197,2024-2025,11,11B1,1,0,65,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S197,2025-2026,12,12C1,2,1,75,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S198,2023-2024,10,10A1,4,0,68,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S198,2024-2025,11,11B2,3,0,83,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S198,2025-2026,12,12C1,1,2,68,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S199,2023-2024,10,10A2,1,2,67,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S199,2024-2025,11,11B2,2,0,69,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S199,2025-2026,12,12C1,4,1,79,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S200,2023-2024,10,10A2,1,1,68,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S200,2024-2025,11,11B2,4,0,76,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S200,2025-2026,12,12C1,3,1,77,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S201,2023-2024,10,10A2,2,0,87,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S201,2024-2025,11,11B2,1,0,89,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S201,2025-2026,12,12C1,2,0,100,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S202,2023-2024,10,10A1,4,1,66,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S202,2024-2025,11,11B1,2,1,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S202,2025-2026,12,12C1,5,0,73,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S203,2023-2024,10,10A1,5,1,74,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S203,2024-2025,11,11B1,1,0,74,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S203,2025-2026,12,12C1,5,1,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S204,2023-2024,10,10A1,5,1,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S204,2024-2025,11,11B1,1,0,79,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S204,2025-2026,12,12C1,2,2,73,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S205,2023-2024,10,10A1,4,0,77,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S205,2024-2025,11,11B1,3,0,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S205,2025-2026,12,12C1,2,1,76,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S206,2023-2024,10,10A2,3,0,69,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S206,2024-2025,11,11B1,3,2,65,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S206,2025-2026,12,12C1,5,1,76,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S207,2023-2024,10,10A1,3,1,67,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S207,2024-2025,11,11B2,3,0,71,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S207,2025-2026,12,12C1,5,2,78,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S208,2023-2024,10,10A1,4,9,54,Trung bình,"Vi pham quy che lop nhieu lan, nghi hoc vo toi va, can gia dinh phoi hop."
S208,2024-2025,11,11B1,4,6,48,Yếu,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S208,2025-2026,12,12C1,6,10,55,Trung bình,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S209,2023-2024,10,10A1,2,0,89,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S209,2024-2025,11,11B1,0,0,98,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S209,2025-2026,12,12C1,1,0,97,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S210,2023-2024,10,10A1,4,1,65,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S210,2024-2025,11,11B2,1,1,74,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S210,2025-2026,12,12C1,1,0,81,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S211,2023-2024,10,10A2,2,2,81,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S211,2024-2025,11,11B2,4,1,79,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S211,2025-2026,12,12C1,5,1,73,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S212,2023-2024,10,10A2,0,0,90,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S212,2024-2025,11,11B2,0,0,96,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S212,2025-2026,12,12C1,0,0,87,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
