student_id,academic_year,grade_level,class,subject,factor_1,factor_2,factor_3,gpa
S097,2025-2026,12,12C1,Literature,5.6;7.5,8.0,6.7,7.03
S097,2025-2026,12,12C1,English,7.8;8.4,6.3,5.4,6.43
S097,2025-2026,12,12C1,Physics,6.1;7.2,6.4,7.7,7.03
S097,2025-2026,12,12C1,Chemistry,5.9;7.6,7.3,8.2,7.53
S097,2025-2026,12,12C1,Biology,5.8;7.2,7.9,6.7,6.99
S097,2025-2026,12,12C1,History,8.1;7.9,7.7,6.7,7.36
S097,2025-2026,12,12C1,Geography,5.7;7.3,5.6,8.2,6.97
S098,2023-2024,10,10A2,Math,8.1;6.1,5.5,5.4,5.91
S098,2023-2024,10,10A2,Literature,8.2;8.2,5.7,8.0,7.4
S098,2023-2024,10,10A2,English,6.8;7.2,5.7,7.6,6.89
S098,2023-2024,10,10A2,Physics,8.1;7.7,7.8,6.7,7.36
S098,2023-2024,10,10A2,Chemistry,8.3;7.1,6.2,5.3,6.24
S098,2023-2024,10,10A2,Biology,6.5;6.6,7.1,5.8,6.39
S098,2023-2024,10,10A2,History,6.3;7.7,5.2,7.8,6.83
S098,2023-2024,10,10A2,Geography,7.5;7.5,7.0,5.8,6.63
S098,2024-2025,11,11B1,Math,5.6;7.7,7.3,7.0,6.99
S098,2024-2025,11,11B1,Literature,8.1;6.8,6.3,5.6,6.33
S098,2024-2025,11,11B1,English,7.4;7.2,5.2,8.4,7.17
S098,2024-2025,11,11B1,Physics,6.4;8.1,6.0,7.6,7.04
S098,2024-2025,11,11B1,Chemistry,5.8;7.2,5.4,5.4,5.71
S098,2024-2025,11,11B1,Biology,5.7;7.0,7.1,8.2,7.36
S098,2024-2025,11,11B1,History,5.9;6.6,7.5,6.4,6.67
S098,2024-2025,11,11B1,Geography,6.9;8.4,5.6,5.4,6.1
S098,2025-2026,12,12C1,Math,6.3;8.0,7.2,8.4,7.7
S098,2025-2026,12,12C1,Literature,7.8;6.2,6.9,5.8,6.46
S098,2025-2026,12,12C1,English,6.7;6.5,6.8,6.0,6.4
S098,2025-2026,12,12C1,Physics,7.7;7.8,5.5,5.5,6.14
S098,2025-2026,12,12C1,Chemistry,6.8;8.2,5.5,7.7,7.01
S098,2025-2026,12,12C1,Biology,6.0;7.3,5.9,5.8,6.07
S098,2025-2026,12,12C1,History,6.0;7.2,6.6,6.4,6.51
S098,2025-2026,12,12C1,Geography,5.7;7.6,5.8,5.0,5.7
S099,2023-2024,10,10A2,Math,8.8;9.9,9.3,8.7,9.06
S099,2023-2024,10,10A2,Literature,8.4;9.1,9.8,8.8,9.07
S099,2023-2024,10,10A2,English,9.1;8.4,8.3,8.7,8.6
S099,2023-2024,10,10A2,Physics,9.7;9.7,9.7,9.9,9.79
S099,2023-2024,10,10A2,Chemistry,9.3;9.3,9.1,8.6,8.94
S099,2023-2024,10,10A2,Biology,9.9;9.2,9.5,9.1,9.34
S099,2023-2024,10,10A2,History,9.1;8.3,9.4,9.5,9.24
S099,2023-2024,10,10A2,Geography,9.6;9.3,8.7,9.2,9.13
S099,2024-2025,11,11B2,Math,8.9;9.0,9.5,8.8,9.04
S099,2024-2025,11,11B2,Literature,8.5;9.3,8.9,9.0,8.94
S099,2024-2025,11,11B2,English,8.9;9.4,9.1,9.5,9.29
S099,2024-2025,11,11B2,Physics,10.0;8.8,9.8,9.5,9.56
S099,2024-2025,11,11B2,Chemistry,9.9;9.5,8.2,9.3,9.1
S099,2024-2025,11,11B2,Biology,9.4;9.5,9.8,9.6,9.61
S099,2024-2025,11,11B2,History,9.1;8.7,8.0,9.0,8.69
S099,2024-2025,11,11B2,Geography,9.1;8.8,8.7,9.9,9.29
S099,2025-2026,12,12C1,Math,8.9;9.0,9.9,9.7,9.54
S099,2025-2026,12,12C1,Literature,8.1;9.0,8.2,8.8,8.56
S099,2025-2026,12,12C1,English,9.8;8.3,8.6,8.7,8.77
S099,2025-2026,12,12C1,Physics,9.1;8.6,9.5,9.3,9.23
S099,2025-2026,12,12C1,Chemistry,9.6;8.9,9.7,9.4,9.44
S099,2025-2026,12,12C1,Biology,8.7;9.9,8.4,8.6,8.74
S099,2025-2026,12,12C1,History,10.0;8.1,8.2,8.6,8.61
S099,2025-2026,12,12C1,Geography,9.3;9.4,8.7,9.7,9.31
S100,2023-2024,10,10A1,Math,5.1;3.6,3.1,4.6,4.1
S100,2023-2024,10,10A1,Literature,5.7;3.4,3.9,3.0,3.7
S100,2023-2024,10,10A1,English,5.0;5.1,4.7,5.4,5.1
S100,2023-2024,10,10A1,Physics,4.2;3.9,5.7,3.4,4.24
S100,2023-2024,10,10A1,Chemistry,4.6;6.1,5.7,4.5,5.09
S100,2023-2024,10,10A1,Biology,4.1;5.5,4.9,6.0,5.34
S100,2023-2024,10,10A1,History,4.5;4.8,5.6,5.4,5.24
S100,2023-2024,10,10A1,Geography,5.2;3.2,4.1,4.9,4.47
S100,2024-2025,11,11B2,Math,6.4;4.2,4.9,3.5,4.41
S100,2024-2025,11,11B2,Literature,3.4;5.7,4.6,2.8,3.81
S100,2024-2025,11,11B2,English,5.5;3.9,3.6,4.5,4.3
S100,2024-2025,11,11B2,Physics,4.9;4.3,4.2,4.0,4.23
S100,2024-2025,11,11B2,Chemistry,4.6;6.3,4.0,3.5,4.2
S100,2024-2025,11,11B2,Biology,5.3;4.2,5.8,4.6,4.99
S100,2024-2025,11,11B2,History,5.8;5.8,3.9,4.1,4.53
S100,2024-2025,11,11B2,Geography,4.9;4.9,4.8,4.7,4.79
S100,2025-2026,12,12C1,Math,4.5;3.7,5.8,3.5,4.33
S100,2025-2026,12,12C1,Literature,5.7;3.7,5.2,3.4,4.29
S100,2025-2026,12,12C1,English,5.7;4.9,5.3,5.5,5.39
S100,2025-2026,12,12C1,Physics,3.9;6.1,5.2,3.0,4.2
S100,2025-2026,12,12C1,Chemistry,3.3;4.8,3.9,3.7,3.86
S100,2025-2026,12,12C1,Biology,5.5;4.6,5.8,3.9,4.77
S100,2025-2026,12,12C1,History,5.8;6.3,4.3,5.3,5.23
S100,2025-2026,12,12C1,Geography,5.4;4.2,3.1,3.1,3.59
S101,2023-2024,10,10A2,Math,8.1;5.9,8.0,7.9,7.67
S101,2023-2024,10,10A2,Literature,7.5;7.4,5.2,5.8,6.1
S101,2023-2024,10,10A2,English,6.3;6.3,6.7,5.9,6.24
S101,2023-2024,10,10A2,Physics,7.5;8.0,6.9,6.9,7.14
S101,2023-2024,10,10A2,Chemistry,6.5;8.3,6.7,7.0,7.03
S101,2023-2024,10,10A2,Biology,8.1;6.8,6.2,6.9,6.86
S101,2023-2024,10,10A2,History,8.0;5.5,6.9,8.5,7.54
S101,2023-2024,10,10A2,Geography,5.7;7.6,6.6,7.9,7.17
S101,2024-2025,11,11B1,Math,7.7;5.5,5.9,8.2,7.09
S101,2024-2025,11,11B1,Literature,7.2;7.4,5.5,6.5,6.44
S101,2024-2025,11,11B1,English,8.4;6.6,7.2,6.4,6.94
S101,2024-2025,11,11B1,Physics,6.2;8.2,6.9,6.4,6.77
S101,2024-2025,11,11B1,Chemistry,6.7;7.3,6.2,7.4,6.94
S101,2024-2025,11,11B1,Biology,7.0;8.3,5.8,6.4,6.59
S101,2024-2025,11,11B1,History,5.9;7.6,5.6,5.8,6.01
S101,2024-2025,11,11B1,Geography,7.3;5.7,6.1,6.0,6.17
S101,2025-2026,12,12C1,Math,8.4;7.2,5.7,5.5,6.21
S101,2025-2026,12,12C1,Literature,6.9;6.1,7.5,7.0,7.0
S101,2025-2026,12,12C1,English,6.8;5.5,5.3,5.6,5.67
S101,2025-2026,12,12C1,Physics,8.2;6.7,7.6,7.1,7.34
S101,2025-2026,12,12C1,Chemistry,6.9;6.3,7.7,7.4,7.26
S101,2025-2026,12,12C1,Biology,7.1;5.7,7.0,7.5,7.04
S101,2025-2026,12,12C1,History,6.0;8.1,7.8,5.3,6.51
S101,2025-2026,12,12C1,Geography,6.2;8.4,5.2,5.5,5.93
S102,2023-2024,10,10A2,Math,9.6;9.2,8.5,9.4,9.14
S102,2023-2024,10,10A2,Literature,9.6;9.4,9.9,8.6,9.23
S102,2023-2024,10,10A2,English,8.9;9.5,9.8,9.7,9.59
S102,2023-2024,10,10A2,Physics,8.5;8.4,8.1,9.0,8.59
S102,2023-2024,10,10A2,Chemistry,9.8;8.5,8.6,9.5,9.14
S102,2023-2024,10,10A2,Biology,8.5;9.3,9.8,9.4,9.37
S102,2023-2024,10,10A2,History,8.2;8.6,8.3,9.0,8.63
S102,2023-2024,10,10A2,Geography,9.7;9.8,9.5,9.4,9.53
S102,2024-2025,11,11B2,Math,8.8;8.6,9.8,8.6,8.97
S102,2024-2025,11,11B2,Literature,8.3;8.9,9.4,9.6,9.26
S102,2024-2025,11,11B2,English,8.7;9.4,9.8,9.4,9.41
S102,2024-2025,11,11B2,Physics,9.3;8.1,8.8,9.4,9.03
S102,2024-2025,11,11B2,Chemistry,8.1;9.1,8.1,9.7,8.93
S102,2024-2025,11,11B2,Biology,8.6;8.2,8.9,9.4,8.97
S102,2024-2025,11,11B2,History,9.8;9.3,8.5,9.5,9.23
S102,2024-2025,11,11B2,Geography,9.2;9.2,8.4,9.1,8.93
S102,2025-2026,12,12C1,Math,9.3;9.3,8.8,8.6,8.86
S102,2025-2026,12,12C1,Literature,9.7;9.9,9.2,9.9,9.67
S102,2025-2026,12,12C1,English,9.1;8.3,9.1,9.3,9.07
S102,2025-2026,12,12C1,Physics,8.3;9.8,8.4,9.4,9.01
S102,2025-2026,12,12C1,Chemistry,8.9;9.1,9.2,8.6,8.89
S102,2025-2026,12,12C1,Biology,8.5;8.8,8.9,8.5,8.66
S102,2025-2026,12,12C1,History,9.0;8.4,8.7,8.6,8.66
S102,2025-2026,12,12C1,Geography,8.1;8.4,8.3,9.4,8.76
S103,2023-2024,10,10A1,Math,5.6;6.5,5.2,6.9,6.17
S103,2023-2024,10,10A1,Literature,5.6;6.7,7.5,6.9,6.86
S103,2023-2024,10,10A1,English,7.2;6.7,7.3,6.7,6.94
S103,2023-2024,10,10A1,Physics,5.6;7.6,5.8,8.1,7.01
S103,2023-2024,10,10A1,Chemistry,8.2;5.9,7.1,5.5,6.4
S103,2023-2024,10,10A1,Biology,8.0;8.3,6.9,7.4,7.47
S103,2023-2024,10,10A1,History,6.3;5.8,6.6,6.5,6.4
S103,2023-2024,10,10A1,Geography,7.4;7.6,7.8,6.5,7.16
S103,2024-2025,11,11B1,Math,6.6;7.1,6.4,7.8,7.13
S103,2024-2025,11,11B1,Literature,5.8;6.6,7.9,5.2,6.26
S103,2024-2025,11,11B1,English,6.7;8.2,5.5,8.3,7.26
S103,2024-2025,11,11B1,Physics,7.9;6.4,6.1,7.1,6.83
S103,2024-2025,11,11B1,Chemistry,7.8;7.3,7.9,5.2,6.64
S103,2024-2025,11,11B1,Biology,5.7;6.7,5.8,6.8,6.34
S103,2024-2025,11,11B1,History,6.3;6.8,6.4,5.6,6.1
S103,2024-2025,11,11B1,Geography,6.9;7.5,6.7,5.4,6.29
S103,2025-2026,12,12C1,Math,6.0;7.1,7.6,5.3,6.31
S103,2025-2026,12,12C1,Literature,6.4;8.2,7.1,6.4,6.86
S103,2025-2026,12,12C1,English,8.0;5.9,7.3,7.3,7.2
S103,2025-2026,12,12C1,Physics,5.7;6.4,6.0,7.4,6.61
S103,2025-2026,12,12C1,Chemistry,8.3;6.7,5.3,5.2,5.89
S103,2025-2026,12,12C1,Biology,6.0;7.4,6.6,8.0,7.23
S103,2025-2026,12,12C1,History,6.7;7.7,6.1,7.3,6.93
S103,2025-2026,12,12C1,Geography,6.2;6.9,7.0,5.1,6.06
S104,2023-2024,10,10A2,Math,6.3;7.7,7.6,7.4,7.34
S104,2023-2024,10,10A2,Literature,6.1;5.5,7.1,6.0,6.26
S104,2023-2024,10,10A2,English,5.6;7.6,5.1,5.1,5.53
S104,2023-2024,10,10A2,Physics,7.1;8.3,7.5,6.2,7.0
S104,2023-2024,10,10A2,Chemistry,5.5;5.6,7.3,5.7,6.11
S104,2023-2024,10,10A2,Biology,7.0;6.3,5.3,6.0,5.99
S104,2023-2024,10,10A2,History,6.6;8.3,6.1,6.7,6.74
S104,2023-2024,10,10A2,Geography,7.4;6.5,6.9,6.6,6.79
S104,2024-2025,11,11B1,Math,6.0;8.3,6.7,6.8,6.87
S104,2024-2025,11,11B1,Literature,5.6;6.9,7.6,7.4,7.13
S104,2024-2025,11,11B1,English,7.3;6.5,7.0,5.5,6.33
S104,2024-2025,11,11B1,Physics,6.9;7.9,7.7,8.3,7.87
S104,2024-2025,11,11B1,Chemistry,8.1;6.3,6.8,7.4,7.17
S104,2024-2025,11,11B1,Biology,8.2;5.7,7.9,8.2,7.76
S104,2024-2025,11,11B1,History,6.1;5.7,6.0,6.7,6.27
S104,2024-2025,11,11B1,Geography,8.3;7.3,6.4,7.1,7.1
S104,2025-2026,12,12C1,Math,5.7;7.7,6.1,7.5,6.87
S104,2025-2026,12,12C1,Literature,8.2;6.5,7.8,5.0,6.47
S104,2025-2026,12,12C1,English,6.9;7.6,5.0,6.7,6.37
S104,2025-2026,12,12C1,Physics,5.9;8.4,7.2,6.4,6.84
S104,2025-2026,12,12C1,Chemistry,7.0;8.2,5.4,7.2,6.8
S104,2025-2026,12,12C1,Biology,7.0;7.0,7.0,7.3,7.13
S104,2025-2026,12,12C1,History,6.4;7.1,7.9,7.1,7.23
S104,2025-2026,12,12C1,Geography,6.6;8.3,6.0,7.3,6.97
S105,2023-2024,10,10A2,Math,6.6;7.7,5.8,6.9,6.66
S105,2023-2024,10,10A2,Literature,7.3;7.4,5.1,8.3,7.11
S105,2023-2024,10,10A2,English,8.0;7.0,5.0,5.4,5.89
S105,2023-2024,10,10A2,Physics,5.8;8.3,5.8,5.7,6.11
S105,2023-2024,10,10A2,Chemistry,8.4;8.2,6.6,6.4,7.0
S105,2023-2024,10,10A2,Biology,6.7;6.5,6.1,7.4,6.8
S105,2023-2024,10,10A2,History,7.7;7.9,6.8,8.2,7.69
S105,2023-2024,10,10A2,Geography,7.7;7.0,5.3,6.3,6.31
S105,2024-2025,11,11B2,Math,7.1;7.4,6.1,6.5,6.6
S105,2024-2025,11,11B2,Literature,8.5;7.7,6.4,8.5,7.79
S105,2024-2025,11,11B2,English,6.0;6.0,7.9,7.1,7.01
S105,2024-2025,11,11B2,Physics,8.1;7.9,5.4,5.7,6.27
S105,2024-2025,11,11B2,Chemistry,6.1;6.3,7.2,7.2,6.91
S105,2024-2025,11,11B2,Biology,6.5;6.7,5.9,5.8,6.06
S105,2024-2025,11,11B2,History,7.3;7.2,6.1,6.7,6.69
S105,2024-2025,11,11B2,Geography,6.9;7.8,7.2,6.1,6.77
S105,2025-2026,12,12C1,Math,8.2;5.9,6.5,6.2,6.53
S105,2025-2026,12,12C1,Literature,6.5;8.1,5.9,7.5,6.99
S105,2025-2026,12,12C1,English,7.0;7.2,7.7,7.2,7.31
S105,2025-2026,12,12C1,Physics,8.3;8.1,7.7,5.8,7.03
S105,2025-2026,12,12C1,Chemistry,5.7;7.6,7.4,5.4,6.33
S105,2025-2026,12,12C1,Biology,7.2;6.6,7.8,5.5,6.56
S105,2025-2026,12,12C1,History,5.9;7.7,6.6,5.9,6.36
S105,2025-2026,12,12C1,Geography,8.5;8.2,7.8,5.4,6.93
S106,2023-2024,10,10A1,Math,7.4;6.0,7.3,7.5,7.21
S106,2023-2024,10,10A1,Literature,7.5;6.8,7.2,5.3,6.37
S106,2023-2024,10,10A1,English,6.6;7.9,5.0,6.4,6.24
S106,2023-2024,10,10A1,Physics,6.3;6.7,7.9,5.5,6.47
S106,2023-2024,10,10A1,Chemistry,5.9;8.0,5.3,7.5,6.71
S106,2023-2024,10,10A1,Biology,6.0;6.0,7.6,6.5,6.67
S106,2023-2024,10,10A1,History,7.7;8.0,7.5,5.6,6.79
S106,2023-2024,10,10A1,Geography,7.3;7.7,5.0,6.0,6.14
S106,2024-2025,11,11B1,Math,6.8;7.2,5.3,8.1,6.99
S106,2024-2025,11,11B1,Literature,8.0;6.4,5.1,5.7,5.96
S106,2024-2025,11,11B1,English,8.2;7.6,5.9,8.4,7.54
S106,2024-2025,11,11B1,Physics,8.2;5.5,5.0,7.9,6.77
S106,2024-2025,11,11B1,Chemistry,7.9;6.2,7.3,7.0,7.1
S106,2024-2025,11,11B1,Biology,7.0;5.9,6.9,5.6,6.21
S106,2024-2025,11,11B1,History,7.1;5.6,7.2,5.1,6.06
S106,2024-2025,11,11B1,Geography,7.8;8.3,6.3,6.9,7.06
S106,2025-2026,12,12C1,Math,8.0;8.3,7.2,5.6,6.79
S106,2025-2026,12,12C1,Literature,7.7;5.7,7.2,5.5,6.33
S106,2025-2026,12,12C1,English,8.1;6.6,7.1,5.0,6.27
S106,2025-2026,12,12C1,Physics,5.9;6.6,5.8,8.3,7.0
S106,2025-2026,12,12C1,Chemistry,7.9;6.9,7.5,6.6,7.09
S106,2025-2026,12,12C1,Biology,8.1;7.0,6.5,5.2,6.24
S106,2025-2026,12,12C1,History,8.3;6.0,7.9,8.0,7.73
S106,2025-2026,12,12C1,Geography,7.8;8.1,7.3,7.8,7.7
S107,2023-2024,10,10A2,Math,6.2;5.8,7.7,6.2,6.57
S107,2023-2024,10,10A2,Literature,7.2;8.3,7.8,8.1,7.91
S107,2023-2024,10,10A2,English,5.6;6.1,7.4,5.3,6.06
S107,2023-2024,10,10A2,Physics,8.1;7.0,7.4,5.4,6.59
S107,2023-2024,10,10A2,Chemistry,5.7;7.7,7.6,6.6,6.91
S107,2023-2024,10,10A2,Biology,7.8;8.3,6.2,6.1,6.69
S107,2023-2024,10,10A2,History,5.7;5.6,6.2,6.5,6.17
S107,2023-2024,10,10A2,Geography,7.0;6.9,5.7,7.1,6.66
S107,2024-2025,11,11B2,Math,7.3;5.9,7.8,6.9,7.07
S107,2024-2025,11,11B2,Literature,5.9;6.5,5.4,7.1,6.36
S107,2024-2025,11,11B2,English,6.1;7.2,5.9,7.5,6.8
S107,2024-2025,11,11B2,Physics,7.9;8.1,5.5,5.9,6.39
S107,2024-2025,11,11B2,Chemistry,7.5;5.7,6.2,8.3,7.21
S107,2024-2025,11,11B2,Biology,7.3;8.4,5.0,5.8,6.16
S107,2024-2025,11,11B2,History,5.8;7.2,6.2,7.9,7.01
S107,2024-2025,11,11B2,Geography,7.4;8.1,6.5,7.9,7.46
S107,2025-2026,12,12C1,Math,6.4;6.8,6.7,6.8,6.71
S107,2025-2026,12,12C1,Literature,6.4;5.9,8.0,6.4,6.79
S107,2025-2026,12,12C1,English,5.7;8.1,5.2,5.7,5.9
S107,2025-2026,12,12C1,Physics,6.9;7.0,7.0,7.3,7.11
S107,2025-2026,12,12C1,Chemistry,8.0;6.8,6.7,7.3,7.16
S107,2025-2026,12,12C1,Biology,6.0;6.4,5.1,8.3,6.79
S107,2025-2026,12,12C1,History,6.2;8.3,6.3,7.3,7.0
S107,2025-2026,12,12C1,Geography,7.6;7.9,6.0,6.7,6.8
S108,2023-2024,10,10A2,Math,7.3;5.6,6.5,8.0,7.13
S108,2023-2024,10,10A2,Literature,6.2;7.6,6.3,6.1,6.39
S108,2023-2024,10,10A2,English,7.7;7.5,6.4,8.2,7.51
S108,2023-2024,10,10A2,Physics,5.8;6.9,7.4,8.3,7.49
S108,2023-2024,10,10A2,Chemistry,7.3;7.5,5.4,6.4,6.4
S108,2023-2024,10,10A2,Biology,7.4;8.2,7.0,8.4,7.83
S108,2023-2024,10,10A2,History,8.1;7.7,7.6,5.4,6.74
S108,2023-2024,10,10A2,Geography,7.3;5.7,6.1,6.0,6.17
S108,2024-2025,11,11B2,Math,6.0;7.1,7.8,5.7,6.54
S108,2024-2025,11,11B2,Literature,6.5;8.0,6.3,5.1,6.06
S108,2024-2025,11,11B2,English,6.7;6.4,5.3,6.4,6.13
S108,2024-2025,11,11B2,Physics,6.3;7.2,5.3,7.7,6.74
S108,2024-2025,11,11B2,Chemistry,6.8;5.6,6.9,5.0,5.89
S108,2024-2025,11,11B2,Biology,7.6;6.6,5.1,5.4,5.8
S108,2024-2025,11,11B2,History,6.0;8.5,6.9,8.4,7.64
S108,2024-2025,11,11B2,Geography,8.0;6.7,6.5,7.7,7.26
S108,2025-2026,12,12C1,Math,7.4;8.1,6.6,6.7,6.97
S108,2025-2026,12,12C1,Literature,8.3;8.3,6.4,5.9,6.73
S108,2025-2026,12,12C1,English,6.8;6.3,6.6,8.1,7.23
S108,2025-2026,12,12C1,Physics,6.1;6.3,5.7,8.1,6.87
S108,2025-2026,12,12C1,Chemistry,8.2;5.7,5.0,8.3,6.97
S108,2025-2026,12,12C1,Biology,7.3;6.7,7.0,6.7,6.87
S108,2025-2026,12,12C1,History,6.7;6.1,7.4,5.9,6.47
S108,2025-2026,12,12C1,Geography,7.0;8.1,7.6,6.2,6.99
S109,2023-2024,10,10A1,Math,7.7;6.9,7.8,7.1,7.36
S109,2023-2024,10,10A1,Literature,7.8;7.3,7.5,6.5,7.09
S109,2023-2024,10,10A1,English,6.4;7.7,6.1,7.6,7.01
S109,2023-2024,10,10A1,Physics,7.5;8.1,7.5,6.3,7.07
S109,2023-2024,10,10A1,Chemistry,8.0;6.3,6.0,6.6,6.59
S109,2023-2024,10,10A1,Biology,7.8;5.7,7.1,5.5,6.31
S109,2023-2024,10,10A1,History,6.7;6.0,7.9,7.3,7.2
S109,2023-2024,10,10A1,Geography,5.7;7.2,7.1,7.9,7.26
S109,2024-2025,11,11B2,Math,6.3;6.7,5.4,5.3,5.67
S109,2024-2025,11,11B2,Literature,7.8;8.2,7.9,7.2,7.63
S109,2024-2025,11,11B2,English,7.6;6.2,6.1,7.3,6.84
S109,2024-2025,11,11B2,Physics,7.1;7.0,6.4,6.0,6.41
S109,2024-2025,11,11B2,Chemistry,7.0;6.5,5.6,7.8,6.87
S109,2024-2025,11,11B2,Biology,6.8;7.8,6.2,7.5,7.07
S109,2024-2025,11,11B2,History,6.6;7.6,7.9,7.2,7.37
S109,2024-2025,11,11B2,Geography,5.6;8.0,7.9,6.1,6.81
S109,2025-2026,12,12C1,Math,6.9;7.6,6.4,7.4,7.07
S109,2025-2026,12,12C1,Literature,7.9;7.5,7.9,8.0,7.89
S109,2025-2026,12,12C1,English,6.0;6.1,7.3,6.8,6.73
S109,2025-2026,12,12C1,Physics,7.9;7.4,6.3,6.2,6.64
S109,2025-2026,12,12C1,Chemistry,5.9;7.3,5.1,5.4,5.66
S109,2025-2026,12,12C1,Biology,7.7;7.9,6.0,8.0,7.37
S109,2025-2026,12,12C1,History,5.9;6.7,6.1,7.6,6.8
S109,2025-2026,12,12C1,Geography,5.8;6.7,7.6,5.7,6.4
S110,2023-2024,10,10A1,Math,8.3;6.7,7.1,6.5,6.96
S110,2023-2024,10,10A1,Literature,7.8;7.0,7.8,5.3,6.61
S110,2023-2024,10,10A1,English,7.4;7.0,5.8,7.8,7.06
S110,2023-2024,10,10A1,Physics,8.1;8.4,7.1,6.4,7.13
S110,2023-2024,10,10A1,Chemistry,6.9;8.2,5.8,7.8,7.16
S110,2023-2024,10,10A1,Biology,5.5;6.0,7.6,6.3,6.51
S110,2023-2024,10,10A1,History,6.9;7.0,5.9,6.8,6.59
S110,2023-2024,10,10A1,Geography,6.2;7.6,6.6,5.9,6.39
S110,2024-2025,11,11B2,Math,5.8;7.9,5.8,6.6,6.44
S110,2024-2025,11,11B2,Literature,6.6;8.0,7.4,7.4,7.37
S110,2024-2025,11,11B2,English,7.8;6.3,7.4,8.2,7.64
S110,2024-2025,11,11B2,Physics,7.4;8.3,7.9,6.1,7.11
S110,2024-2025,11,11B2,Chemistry,5.6;5.6,7.8,5.6,6.23
S110,2024-2025,11,11B2,Biology,7.6;6.9,7.8,6.6,7.13
S110,2024-2025,11,11B2,History,7.9;8.2,6.5,5.5,6.51
S110,2024-2025,11,11B2,Geography,8.0;6.4,5.6,6.5,6.44
S110,2025-2026,12,12C1,Math,8.4;6.6,7.6,8.2,7.83
S110,2025-2026,12,12C1,Literature,5.6;8.2,5.7,5.8,6.09
S110,2025-2026,12,12C1,English,7.8;7.5,5.2,6.9,6.63
S110,2025-2026,12,12C1,Physics,6.7;7.0,5.7,6.6,6.41
S110,2025-2026,12,12C1,Chemistry,8.2;5.8,7.4,5.5,6.47
S110,2025-2026,12,12C1,Biology,6.7;5.9,7.1,7.1,6.87
S110,2025-2026,12,12C1,History,8.4;8.4,6.1,8.5,7.79
S110,2025-2026,12,12C1,Geography,5.8;6.4,6.6,8.1,7.1
S111,2023-2024,10,10A1,Math,6.0;6.9,7.3,7.2,7.01
S111,2023-2024,10,10A1,Literature,8.3;8.0,5.7,5.7,6.4
S111,2023-2024,10,10A1,English,5.9;7.5,6.1,5.3,5.93
S111,2023-2024,10,10A1,Physics,8.0;8.0,7.7,6.8,7.4
S111,2023-2024,10,10A1,Chemistry,8.4;7.6,7.3,5.0,6.51
S111,2023-2024,10,10A1,Biology,7.6;8.5,5.4,8.2,7.36
S111,2023-2024,10,10A1,History,7.5;8.1,5.1,7.2,6.77
S111,2023-2024,10,10A1,Geography,7.8;5.9,6.5,6.3,6.51
S111,2024-2025,11,11B2,Math,6.1;7.9,5.7,6.4,6.37
S111,2024-2025,11,11B2,Literature,6.1;6.6,7.8,7.8,7.39
S111,2024-2025,11,11B2,English,5.8;8.4,6.1,6.2,6.43
S111,2024-2025,11,11B2,Physics,6.7;8.2,5.4,5.0,5.81
S111,2024-2025,11,11B2,Chemistry,7.0;8.1,7.0,7.1,7.2
S111,2024-2025,11,11B2,Biology,6.3;7.0,5.2,7.6,6.64
S111,2024-2025,11,11B2,History,5.5;8.0,6.0,7.5,6.86
S111,2024-2025,11,11B2,Geography,5.8;7.7,5.7,6.0,6.13
S111,2025-2026,12,12C1,Math,7.4;6.2,6.6,8.4,7.43
S111,2025-2026,12,12C1,Literature,6.0;6.7,5.9,7.9,6.89
S111,2025-2026,12,12C1,English,7.0;6.6,5.6,6.3,6.24
S111,2025-2026,12,12C1,Physics,6.2;6.6,7.7,7.3,7.16
S111,2025-2026,12,12C1,Chemistry,5.9;6.0,7.6,6.2,6.53
S111,2025-2026,12,12C1,Biology,7.5;6.6,5.5,6.3,6.29
S111,2025-2026,12,12C1,History,6.3;8.2,7.0,5.7,6.51
S111,2025-2026,12,12C1,Geography,7.0;8.0,5.8,7.5,7.01
S112,2023-2024,10,10A1,Math,9.2;9.4,8.0,9.7,9.1
S112,2023-2024,10,10A1,Literature,8.6;8.3,9.8,9.8,9.41
S112,2023-2024,10,10A1,English,9.6;9.0,9.4,9.0,9.2
S112,2023-2024,10,10A1,Physics,9.1;9.7,9.7,9.2,9.4
S112,2023-2024,10,10A1,Chemistry,8.1;8.4,9.6,8.6,8.79
S112,2023-2024,10,10A1,Biology,8.7;8.7,8.5,9.3,8.9
S112,2023-2024,10,10A1,History,8.2;9.6,10.0,9.2,9.34
S112,2023-2024,10,10A1,Geography,9.6;8.1,10.0,8.6,9.07
S112,2024-2025,11,11B2,Math,8.9;9.7,9.6,9.7,9.56
S112,2024-2025,11,11B2,Literature,9.9;9.4,8.9,9.4,9.33
S112,2024-2025,11,11B2,English,9.5;9.9,9.3,9.3,9.41
S112,2024-2025,11,11B2,Physics,8.8;8.4,8.9,8.6,8.69
S112,2024-2025,11,11B2,Chemistry,9.0;8.5,9.1,9.1,9.0
S112,2024-2025,11,11B2,Biology,9.4;9.3,8.4,8.9,8.89
S112,2024-2025,11,11B2,History,8.4;8.3,8.5,9.0,8.67
S112,2024-2025,11,11B2,Geography,9.9;8.3,10.0,8.9,9.27
S112,2025-2026,12,12C1,Math,9.9;8.5,8.9,9.4,9.2
S112,2025-2026,12,12C1,Literature,8.3;8.9,9.3,9.1,9.01
